day_date,min_daily_temp_f,max_daily_temp_f,avg_air_f,avg_wind_mph,min_wind_chill,notes
2023-05-01,44.96,49.1,47.3525,38.90515833333333,33.19740694928221,NA
2023-05-02,42.26,47.66,45.1175,18.0917375,33.415378246166675,NA
2023-05-03,41.36,43.879999999999995,42.0425,21.52180416666667,31.15075234344799,NA
2023-05-04,40.1,45.14,42.02,23.404612500000002,29.373290015923423,NA
2023-05-05,42.8,51.08,45.29,16.833425000000002,33.51870846250429,NA
2023-05-06,44.6,53.42,48.3875,15.537829166666667,38.60373075479202,NA
2023-05-07,45.86,52.879999999999995,49.22,13.142375000000001,39.5164044044371,NA
2023-05-08,47.84,55.76,51.4775,19.005179166666668,42.1117951728692,NA
2023-05-09,43.879999999999995,49.46,46.535000000000004,14.20495,36.26219958865296,NA
2023-05-10,45.14,50.540000000000006,47.09,17.271504166666666,38.567657305975786,NA
2023-05-11,47.84,54.68,50.69,17.401995833333334,41.25039801762561,NA
2023-05-12,48.56,59.900000000000006,53.18521739130435,10.192939130434784,44.176153913196906,NA
2023-05-13,51.44,59.72,54.6275,16.376704166666666,46.37327834137521,NA
2023-05-14,45.32,53.42,47.082499999999996,20.822741666666666,37.385187136815986,NA
2023-05-15,47.120000000000005,54.86,50.0525,19.42461666666667,40.72988554915813,NA
2023-05-16,48.92,52.34,50.2625,16.963916666666666,42.748815594438184,NA
2023-05-17,43.879999999999995,53.24,46.085,20.794779166666668,34.95781297215241,NA
2023-05-18,40.64,46.94,43.37130434782609,23.342608695652174,30.015240555199554,NA
2023-05-19,45.86,48.379999999999995,47.067499999999995,23.525783333333333,37.927633972616434,NA
2023-05-20,46.76,51.26,48.7625,18.818762500000002,38.592935887614956,NA
2023-05-21,47.84,52.7,50.57,24.541754166666667,42.17739036762107,NA
2023-05-22,46.4,61.88,51.29,15.155675,37.895594943362035,NA
2023-05-23,46.04,51.8,48.995,6.4873,43.100162289925215,NA
2023-05-24,45.14,48.019999999999996,46.6325,13.095770833333335,38.00356008860889,NA
2023-05-25,44.24,51.44,47.5925,14.0092125,39.46917958329152,NA
2023-05-26,43.52,50,46.737500000000004,13.841437500000001,36.04146616568944,NA
2023-05-27,48.379999999999995,57.74,51.08,17.886679166666667,41.536121776278044,NA
2023-05-28,51.08,56.84,52.9325,21.21421666666667,45.26902706524778,NA
2023-05-29,48.2,59.72,52.4,17.3087875,41.536121776278044,NA
2023-05-30,46.94,53.42,49.805,9.749591666666667,43.235336102577726,NA
2023-05-31,48.92,53.42,50.3975,16.926633333333335,42.466251527911425,NA
2023-06-01,51.26,57.56,53.555,15.109070833333334,45.603002210025835,NA
2023-06-02,51.26,65.66,55.5575,17.0012,44.23828474309617,NA
2023-06-03,44.6,51.08,46.3025,31.2900375,34.57775699431582,NA
2023-06-04,41.9,47.66,45.065,30.171537500000003,31.232976464925056,NA
2023-06-05,45.86,49.28,47.2025,22.267470833333334,37.02185280999616,NA
2023-06-06,49.28,52.519999999999996,50.705,20.151641666666666,42.34387408964433,NA
2023-06-07,48.92,51.26,49.97,15.0158625,42.54643751322616,NA
2023-06-08,48.92,55.58,51.042500000000004,8.025237500000001,45.034963116489095,NA
2023-06-09,46.58,49.28,47.6975,8.6963375,41.69295116603783,NA
2023-06-10,44.78,53.78,47.585,5.8441625,41.44311189725421,NA
2023-06-11,47.3,56.84,52.212500000000006,16.031833333333335,41.30480261140458,NA
2023-06-12,52.879999999999995,58.64,56.2325,11.651041666666668,49.72403041637235,NA
2023-06-13,50.72,56.120000000000005,52.5575,12.629729166666667,45.127231888921884,NA
2023-06-14,50.36,55.58,51.605,9.218304166666668,46.12112664811204,"cloudy, foggy"
2023-06-15,50.72,55.76,53.0075,8.789545833333333,46.72134449231068,"cloudy, foggy"
2023-06-16,49.28,61.519999999999996,54.2675,7.102475,45.915336895264886,"cloudy, foggy"
2023-06-17,49.1,57.74,52.4375,17.569770833333333,42.027113038950816,foggy
2023-06-18,48.56,53.6,50.3075,23.0690625,39.70585579338103,"coudy, foggy"
2023-06-19,49.28,60.26,52.49,9.628420833333333,45.04705395769416,cloudy
2023-06-20,51.8,55.22,53.075,7.102475,47.78617983570612,cloudy
2023-06-21,50,62.06,54.38,6.580508333333333,47.09566954136905,"sun, foggy"
2023-06-22,51.26,58.1,54.5225,12.41535,47.27234598425632,"foggy, sun"
2023-06-23,51.980000000000004,63.14,56.9375,7.372779166666667,50.326727007533805,"foogy, cloudy"
2023-06-24,53.42,60.980000000000004,56.9975,11.175679166666667,50.23895488418359,foggy
2023-06-25,54.68,58.64,56.66,15.668320833333334,50.09175331850028,foggy
2023-06-26,51.08,58.82,54.0575,14.335441666666668,45.114478763295686,foggy
2023-06-27,52.7,58.82,56.33,16.7775,48.42440237876122,foggy
2023-06-28,55.76,59.900000000000006,57.68,22.491170833333335,50.74635162380018,foggy
2023-06-29,55.400000000000006,58.1,56.975,17.961245833333333,51.18402571852792,foggy
2023-06-30,55.22,58.64,56.615,8.416712500000001,52.26568212925873,foggy
2023-07-01,56.66,62.42,59.1425,11.07315,53.48796403912479,foggy
2023-07-02,57.56,60.26,59.1425,13.0584875,54.0165885174668,foggy
2023-07-03,54.68,60.980000000000004,58.1,14.587104166666668,51.84033253154476,foggy
2023-07-04,54.32,64.94,59.135,13.627058333333334,50.369230134180036,foggy
2023-07-05,55.040000000000006,62.96,58.25,12.173008333333334,52.02218716692266,foggy
2023-07-06,57.019999999999996,62.42,60.2525,13.272866666666667,55.33249855822736,foggy
2023-07-07,57.019999999999996,62.96,59.7425,14.866729166666667,54.78661111797541,foggy
2023-07-08,57.019999999999996,62.06,59.7125,8.481958333333333,54.83940582284411,foggy
2023-07-09,53.96,61.519999999999996,58.175,8.798866666666667,50.92547812882677,foggy
2023-07-10,56.480000000000004,61.16,57.7625,10.709637500000001,53.306723670416616,foggy
2023-07-11,58.64,66.2,60.305,12.517879166666667,54.91630282424951,foggy
2023-07-12,59.36,71.24000000000001,64.67,9.898725,58.71922221440161,foggy
2023-07-13,64.03999999999999,68.36,65.9975,9.777554166666667,63.19303295451351,foggy
2023-07-14,62.24,65.48,63.545,16.62836666666667,59.66818044797374,foggy
2023-07-15,62.96,67.82,64.64,14.223591666666668,60.93897128408767,foggy
2023-07-16,62.24,64.75999999999999,63.62,21.680258333333335,59.91771304551021,foggy
2023-07-17,60.44,64.94,62.4425,20.813420833333335,57.454960332645655,foggy
2023-07-18,59,64.75999999999999,62.045,14.596425,56.37403485713284,foggy
2023-07-19,58.82,64.4,62.0675,12.834787500000001,56.58830674343668,foggy
2023-07-20,59,71.78,64.6175,9.786875,56.58830674343668,foggy
2023-07-21,55.400000000000006,68,59.9375,6.981304166666667,51.56309375586112,foggy
2023-07-22,59.36,66.74000000000001,62.216521739130435,5.504965217391304,58.49079052164186,foggy
2023-07-23,61.16,67.64,63.8375,7.540554166666667,61.741093334332774,foggy
2023-07-24,61.34,71.24000000000001,65.465,11.958629166666666,59.79842362930739,foggy
2023-07-25,62.78,67.1,64.64,18.734875000000002,60.98246473841395,foggy
2023-07-26,61.16,65.30000000000001,64.01,15.388695833333335,59.01189421641037,foggy
2023-07-27,62.6,65.66,63.89,22.090375,59.75146381443305,foggy
2023-07-28,60.980000000000004,66.56,64.3325,15.258204166666667,58.86440936001856,foggy
2023-07-29,62.42,71.6,66.2375,12.191650000000001,60.79809648617993,foggy
2023-07-30,58.1,63.14,59.705,18.436608333333336,54.43455577961754,foggy
2023-07-31,58.64,65.30000000000001,61.25,10.998583333333334,56.001018367475936,foggy
2023-08-01,58.28,61.7,59.9075,9.367437500000001,56.56171653398562,foggy
2023-08-02,57.379999999999995,63.14,59.667500000000004,11.296850000000001,54.85872094549815,foggy
2023-08-03,58.82,65.12,62.2025,14.3447625,57.058561236504204,foggy
2023-08-04,60.26,62.6,61.2125,20.366020833333334,56.925686564548116,foggy
2023-08-05,57.2,69.08000000000001,60.65,9.4792875,55.6079189415495,foggy
2023-08-06,57.74,61.88,59.9225,15.239562500000002,55.039050097586845,foggy
2023-08-07,58.64,66.56,62.487500000000004,9.9546500000000009,56.133293626154796,"cloudy, foggy"
2023-08-08,59.540000000000006,63.68000000000001,61.32434782608696,20.84300434782609,55.953043372923844,"cloudy, foggy, rain"
2023-08-09,55.94,65.66,60.455,17.374033333333333,51.9223130355786,"cloudy, foggy, sun"
2023-08-10,58.64,64.4,61.730000000000004,16.227570833333335,54.94714655199802,"cloudy, foggy, sun"
2023-08-11,57.92,63.14,60.8375,20.6642875,54.33793219521593,"cloudy, sun"
2023-08-12,59.36,65.30000000000001,62.0075,16.8613875,56.34356127512035,sun
2023-08-13,62.78,65.66,64.2125,17.774829166666667,60.5635993590546,"foggy, rain, cloudy"
2023-08-14,58.64,64.94,61.7675,12.089120833333334,55.87418677505393,"foggy, sun"
2023-08-15,61.16,65.30000000000001,63.17,8.379429166666666,59.57295674763502,"rain, cloudy, foggy"
2023-08-16,57.379999999999995,62.78,60.6125,4.082525,55.40657710067351,foggy
2023-08-17,59.540000000000006,65.48,63.1625,8.854791666666667,59.87684904176506,"foggy, cloudy, sun"
2023-08-18,63.68000000000001,68.18,65.5325,15.584433333333333,61.78932442208354,foggy
2023-08-19,61.34,66.2,63.635,18.688270833333334,58.32659089804464,sun
2023-08-20,58.28,63.14,60.725,18.5950625,55.02079574111945,"sun, cloudy"
2023-08-21,60.08,68.72,63.0725,15.053145833333334,57.557035770749316,"foggy, cloudy, sun"
